"Number";"Date";"Relative Pressure (hPa)";"Indoor Temp (°C)";"Indoor Hum (%)";"Outdoor Temp (°C)";"Outdoor Hum (%)";"Dewpoint (°C)";"Wind Chill (°C)";"Winds. (m/s)";"Wind Direction";"Gust (m/s)";"Relative Rain (mm)";"Total Rain (mm)"
"4518";"22.12.2016 06:40";"1018.1";"15.8";"48";"-3.0";"79";"-6.1";"---";"---";"---";"---";"0.0";"0.0"
"4519";"22.12.2016 06:50";"1018.1";"16.0";"48";"-3.0";"79";"-6.1";"---";"---";"---";"---";"0.0";"0.0"
"4520";"22.12.2016 07:00";"1018.2";"16.1";"48";"-3.0";"79";"-6.1";"---";"---";"---";"---";"0.0";"0.0"
"4521";"22.12.2016 07:10";"1018.3";"15.9";"48";"-3.0";"79";"-6.1";"---";"---";"---";"---";"0.0";"0.0"
"4522";"22.12.2016 07:20";"1018.2";"15.8";"48";"-3.0";"79";"-6.1";"---";"---";"---";"---";"0.0";"0.0"
"4523";"22.12.2016 07:30";"1018.1";"15.6";"49";"-3.0";"79";"-6.1";"---";"---";"---";"---";"0.0";"0.0"
"4524";"22.12.2016 07:40";"1018.1";"15.2";"49";"-2.9";"79";"-6.0";"---";"---";"---";"---";"0.0";"0.0"
"4525";"22.12.2016 07:50";"1018.1";"15.0";"50";"-3.0";"79";"-6.1";"---";"---";"---";"---";"0.0";"0.0"
"4526";"22.12.2016 08:00";"1018.1";"14.8";"50";"-2.9";"79";"-6.0";"---";"---";"---";"---";"0.0";"0.0"
"4527";"22.12.2016 08:10";"1018.2";"14.6";"50";"-2.9";"79";"-6.0";"---";"---";"---";"---";"0.0";"0.0"
"4528";"22.12.2016 08:20";"1018.2";"14.5";"50";"-2.9";"79";"-6.0";"---";"---";"---";"---";"0.0";"0.0"
"4529";"22.12.2016 08:30";"1018.2";"15.1";"49";"-2.9";"79";"-6.0";"---";"---";"---";"---";"0.0";"0.0"
"4530";"22.12.2016 08:40";"1018.4";"15.8";"48";"-2.9";"79";"-6.0";"---";"---";"---";"---";"0.0";"0.0"
"4531";"22.12.2016 08:50";"1018.4";"16.0";"48";"-2.8";"79";"-5.9";"---";"---";"---";"---";"0.0";"0.0"
"4532";"22.12.2016 09:00";"1018.5";"16.2";"48";"-2.8";"79";"-5.9";"---";"---";"---";"---";"0.0";"0.0"
"4533";"22.12.2016 09:10";"1018.5";"16.4";"47";"-2.8";"79";"-5.9";"---";"---";"---";"---";"0.0";"0.0"
"4534";"22.12.2016 09:20";"1018.5";"16.6";"47";"-2.7";"79";"-5.8";"---";"---";"---";"---";"0.0";"0.0"
"4535";"22.12.2016 09:30";"1018.6";"16.8";"47";"-2.6";"79";"-5.7";"---";"---";"---";"---";"0.0";"0.0"
"4536";"22.12.2016 09:40";"1018.7";"16.9";"46";"-2.6";"79";"-5.7";"---";"---";"---";"---";"0.0";"0.0"
"4537";"22.12.2016 09:50";"1018.8";"16.7";"47";"-2.7";"79";"-5.8";"---";"---";"---";"---";"0.0";"0.0"
"4538";"22.12.2016 10:00";"1018.8";"16.5";"47";"-2.6";"79";"-5.7";"---";"---";"---";"---";"0.0";"0.0"
"4539";"22.12.2016 10:10";"1018.8";"16.2";"47";"-2.6";"79";"-5.7";"---";"---";"---";"---";"0.0";"0.0"
"4540";"22.12.2016 10:20";"1018.8";"15.9";"48";"-2.5";"79";"-5.6";"---";"---";"---";"---";"0.0";"0.0"
"4541";"22.12.2016 10:30";"1018.8";"16.1";"48";"-2.4";"78";"-5.7";"---";"---";"---";"---";"0.0";"0.0"
"4542";"22.12.2016 10:40";"1018.7";"16.7";"47";"-2.4";"78";"-5.7";"---";"---";"---";"---";"0.0";"0.0"
"4543";"22.12.2016 10:50";"1018.7";"16.8";"46";"-2.4";"78";"-5.7";"---";"---";"---";"---";"0.0";"0.0"
"4544";"22.12.2016 11:00";"1018.6";"16.7";"47";"-2.3";"78";"-5.6";"---";"---";"---";"---";"0.0";"0.0"
"4545";"22.12.2016 11:10";"1018.5";"16.5";"47";"-2.3";"78";"-5.6";"---";"---";"---";"---";"0.0";"0.0"
"4546";"22.12.2016 11:20";"1018.4";"16.2";"47";"-2.3";"78";"-5.6";"---";"---";"---";"---";"0.0";"0.0"
"4547";"22.12.2016 11:30";"1018.3";"16.0";"48";"-2.2";"78";"-5.5";"---";"---";"---";"---";"0.0";"0.0"
"4548";"22.12.2016 11:40";"1018.1";"15.8";"48";"-2.2";"78";"-5.5";"---";"---";"---";"---";"0.0";"0.0"
"4549";"22.12.2016 11:50";"1018.0";"16.0";"48";"-2.2";"78";"-5.5";"---";"---";"---";"---";"0.0";"0.0"
"4550";"22.12.2016 12:00";"1018.0";"16.7";"47";"-2.2";"78";"-5.5";"---";"---";"---";"---";"0.0";"0.0"
"4551";"22.12.2016 12:10";"1018.0";"16.8";"46";"-2.1";"78";"-5.4";"---";"---";"---";"---";"0.0";"0.0"
"4552";"22.12.2016 12:20";"1017.9";"16.8";"46";"-2.0";"77";"-5.5";"---";"---";"---";"---";"0.0";"0.0"
"4553";"22.12.2016 12:30";"1017.8";"16.6";"46";"-2.0";"77";"-5.5";"---";"---";"---";"---";"0.0";"0.0"
"4554";"22.12.2016 12:40";"1017.7";"16.4";"47";"-2.0";"77";"-5.5";"---";"---";"---";"---";"0.0";"0.0"
"4555";"22.12.2016 12:50";"1017.6";"16.0";"47";"-2.1";"77";"-5.6";"---";"---";"---";"---";"0.0";"0.0"
"4556";"22.12.2016 13:00";"1017.5";"15.8";"48";"-2.1";"77";"-5.6";"---";"---";"---";"---";"0.0";"0.0"
"4557";"22.12.2016 13:10";"1017.4";"15.7";"48";"-2.1";"77";"-5.6";"---";"---";"---";"---";"0.0";"0.0"
"4558";"22.12.2016 13:20";"1017.4";"15.9";"47";"-2.0";"77";"-5.5";"---";"---";"---";"---";"0.0";"0.0"
"4559";"22.12.2016 13:30";"1017.4";"16.6";"46";"-2.0";"77";"-5.5";"---";"---";"---";"---";"0.0";"0.0"
"4560";"22.12.2016 13:40";"1017.4";"16.8";"46";"-2.1";"77";"-5.6";"---";"---";"---";"---";"0.0";"0.0"
"4561";"22.12.2016 13:50";"1017.3";"16.7";"46";"-2.1";"77";"-5.6";"---";"---";"---";"---";"0.0";"0.0"
"4562";"22.12.2016 14:00";"1017.4";"16.5";"46";"-2.1";"77";"-5.6";"---";"---";"---";"---";"0.0";"0.0"
"4563";"22.12.2016 14:10";"1017.4";"16.3";"47";"-2.1";"77";"-5.6";"---";"---";"---";"---";"0.0";"0.0"
"4564";"22.12.2016 14:20";"1017.5";"16.0";"47";"-2.0";"77";"-5.5";"---";"---";"---";"---";"0.0";"0.0"
"4565";"22.12.2016 14:30";"1017.4";"15.7";"47";"-2.1";"77";"-5.6";"---";"---";"---";"---";"0.0";"0.0"
"4566";"22.12.2016 14:40";"1017.5";"15.6";"48";"-2.2";"77";"-5.7";"---";"---";"---";"---";"0.0";"0.0"
"4567";"22.12.2016 14:50";"1017.4";"15.5";"48";"-2.1";"77";"-5.6";"---";"---";"---";"---";"0.0";"0.0"
"4568";"22.12.2016 15:00";"1017.4";"16.0";"47";"-2.2";"77";"-5.7";"---";"---";"---";"---";"0.0";"0.0"
"4569";"22.12.2016 15:10";"1017.3";"16.6";"46";"-2.2";"77";"-5.7";"---";"---";"---";"---";"0.0";"0.0"
"4570";"22.12.2016 15:20";"1017.3";"16.6";"46";"-2.3";"77";"-5.8";"---";"---";"---";"---";"0.0";"0.0"
"4571";"22.12.2016 15:30";"1017.3";"16.4";"46";"-2.3";"77";"-5.8";"---";"---";"---";"---";"0.0";"0.0"
"4572";"22.12.2016 15:40";"1017.3";"16.3";"47";"-2.3";"77";"-5.8";"---";"---";"---";"---";"0.0";"0.0"
"4573";"22.12.2016 15:50";"1017.2";"16.0";"47";"-2.3";"77";"-5.8";"---";"---";"---";"---";"0.0";"0.0"
"4574";"22.12.2016 16:00";"1017.2";"15.8";"48";"-2.4";"77";"-5.9";"---";"---";"---";"---";"0.0";"0.0"
"4575";"22.12.2016 16:10";"1017.2";"15.6";"48";"-2.4";"77";"-5.9";"---";"---";"---";"---";"0.0";"0.0"
"4576";"22.12.2016 16:20";"1017.2";"15.4";"48";"-2.4";"77";"-5.9";"---";"---";"---";"---";"0.0";"0.0"
"4577";"22.12.2016 16:30";"1017.2";"15.4";"49";"-2.4";"77";"-5.9";"---";"---";"---";"---";"0.0";"0.0"
"4578";"22.12.2016 16:40";"1017.3";"16.0";"48";"-2.4";"77";"-5.9";"---";"---";"---";"---";"0.0";"0.0"
"4579";"22.12.2016 16:50";"1017.4";"16.5";"47";"-2.4";"77";"-5.9";"---";"---";"---";"---";"0.0";"0.0"
"4580";"22.12.2016 17:00";"1017.3";"16.7";"46";"-2.4";"77";"-5.9";"---";"---";"---";"---";"0.0";"0.0"
"4581";"22.12.2016 17:10";"1017.4";"16.5";"46";"-2.4";"77";"-5.9";"---";"---";"---";"---";"0.0";"0.0"
"4582";"22.12.2016 17:20";"1017.3";"16.4";"46";"-2.4";"77";"-5.9";"---";"---";"---";"---";"0.0";"0.0"
"4583";"22.12.2016 17:30";"1017.4";"16.1";"47";"-2.4";"77";"-5.9";"---";"---";"---";"---";"0.0";"0.0"
"4584";"22.12.2016 17:40";"1017.4";"15.9";"47";"-2.4";"77";"-5.9";"---";"---";"---";"---";"0.0";"0.0"
"4585";"22.12.2016 17:50";"1017.4";"15.7";"48";"-2.4";"77";"-5.9";"---";"---";"---";"---";"0.0";"0.0"
"4586";"22.12.2016 18:00";"1017.3";"15.6";"48";"-2.4";"77";"-5.9";"---";"---";"---";"---";"0.0";"0.0"
"4587";"22.12.2016 18:10";"1017.4";"15.4";"49";"-2.5";"77";"-6.0";"---";"---";"---";"---";"0.0";"0.0"
"4588";"22.12.2016 18:20";"1017.4";"15.4";"49";"-2.4";"77";"-5.9";"---";"---";"---";"---";"0.0";"0.0"
"4589";"22.12.2016 18:30";"1017.5";"15.7";"49";"-2.4";"77";"-5.9";"---";"---";"---";"---";"0.0";"0.0"
"4590";"22.12.2016 18:40";"1017.4";"16.4";"48";"-2.4";"77";"-5.9";"---";"---";"---";"---";"0.0";"0.0"
"4591";"22.12.2016 18:50";"1017.6";"16.8";"47";"-2.4";"77";"-5.9";"---";"---";"---";"---";"0.0";"0.0"
"4592";"22.12.2016 19:00";"1017.5";"17.0";"47";"-2.4";"77";"-5.9";"---";"---";"---";"---";"0.0";"0.0"
"4593";"22.12.2016 19:10";"1017.5";"17.2";"47";"-2.4";"77";"-5.9";"---";"---";"---";"---";"0.0";"0.0"
"4594";"22.12.2016 19:20";"1017.6";"17.2";"47";"-2.4";"77";"-5.9";"---";"---";"---";"---";"0.0";"0.0"
"4595";"22.12.2016 19:30";"1017.7";"17.0";"47";"-2.4";"77";"-5.9";"---";"---";"---";"---";"0.0";"0.0"
"4596";"22.12.2016 19:40";"1017.7";"17.2";"48";"-2.4";"77";"-5.9";"---";"---";"---";"---";"0.0";"0.0"
"4597";"22.12.2016 19:50";"1017.7";"17.5";"47";"-2.4";"77";"-5.9";"---";"---";"---";"---";"0.0";"0.0"
"4598";"22.12.2016 20:00";"1017.6";"17.6";"47";"-2.4";"77";"-5.9";"---";"---";"---";"---";"0.0";"0.0"
"4599";"22.12.2016 20:10";"1017.5";"17.6";"47";"-2.4";"77";"-5.9";"---";"---";"---";"---";"0.0";"0.0"
"4600";"22.12.2016 20:20";"1017.5";"17.8";"47";"-2.4";"77";"-5.9";"---";"---";"---";"---";"0.0";"0.0"
"4601";"22.12.2016 20:30";"1017.5";"17.9";"47";"-2.4";"77";"-5.9";"---";"---";"---";"---";"0.0";"0.0"
"4602";"22.12.2016 20:40";"1017.6";"17.9";"47";"-2.4";"77";"-5.9";"---";"---";"---";"---";"0.0";"0.0"
"4603";"22.12.2016 20:50";"1017.6";"18.0";"46";"-2.4";"77";"-5.9";"---";"---";"---";"---";"0.0";"0.0"
"4604";"22.12.2016 21:00";"1017.6";"18.0";"47";"-2.4";"77";"-5.9";"---";"---";"---";"---";"0.0";"0.0"
"4605";"22.12.2016 21:10";"1017.6";"17.9";"47";"-2.4";"77";"-5.9";"---";"---";"---";"---";"0.0";"0.0"
"4606";"22.12.2016 21:20";"1017.6";"18.1";"47";"-2.4";"77";"-5.9";"---";"---";"---";"---";"0.0";"0.0"
"4607";"22.12.2016 21:30";"1017.5";"18.1";"46";"-2.4";"77";"-5.9";"---";"---";"---";"---";"0.0";"0.0"
"4608";"22.12.2016 21:40";"1017.4";"18.0";"47";"-2.5";"77";"-6.0";"---";"---";"---";"---";"0.0";"0.0"
"4609";"22.12.2016 21:50";"1017.4";"17.7";"47";"-2.5";"77";"-6.0";"---";"---";"---";"---";"0.0";"0.0"
"4610";"22.12.2016 22:00";"1017.5";"17.4";"47";"-2.6";"77";"-6.1";"---";"---";"---";"---";"0.0";"0.0"
"4611";"22.12.2016 22:10";"1017.4";"17.1";"47";"-2.6";"77";"-6.1";"---";"---";"---";"---";"0.0";"0.0"
"4612";"22.12.2016 22:20";"1017.3";"16.8";"48";"-2.6";"77";"-6.1";"---";"---";"---";"---";"0.0";"0.0"
"4613";"22.12.2016 22:30";"1017.3";"16.7";"49";"-2.6";"77";"-6.1";"---";"---";"---";"---";"0.0";"0.0"
"4614";"22.12.2016 22:40";"1017.2";"16.7";"49";"-2.6";"77";"-6.1";"---";"---";"---";"---";"0.0";"0.0"
"4615";"22.12.2016 22:50";"1017.3";"16.5";"49";"-2.6";"77";"-6.1";"---";"---";"---";"---";"0.0";"0.0"
"4616";"22.12.2016 23:00";"1017.3";"16.3";"49";"-2.7";"77";"-6.2";"---";"---";"---";"---";"0.0";"0.0"
"4617";"22.12.2016 23:10";"1017.4";"16.1";"50";"-2.7";"77";"-6.2";"---";"---";"---";"---";"0.0";"0.0"
"4618";"22.12.2016 23:20";"1017.2";"16.1";"52";"-2.7";"77";"-6.2";"---";"---";"---";"---";"0.0";"0.0"
"4619";"22.12.2016 23:30";"1017.1";"16.0";"52";"-2.8";"77";"-6.3";"---";"---";"---";"---";"0.0";"0.0"
"4620";"22.12.2016 23:40";"1017.0";"16.0";"54";"-2.8";"77";"-6.3";"---";"---";"---";"---";"0.0";"0.0"
"4621";"22.12.2016 23:50";"1017.0";"16.1";"54";"-2.8";"77";"-6.3";"---";"---";"---";"---";"0.0";"0.0"
"4622";"23.12.2016 00:00";"1017.1";"16.0";"54";"-2.7";"77";"-6.2";"---";"---";"---";"---";"0.0";"0.0"
"4623";"23.12.2016 00:10";"1017.0";"15.9";"53";"-2.8";"77";"-6.3";"---";"---";"---";"---";"0.0";"0.0"
"4624";"23.12.2016 00:20";"1017.0";"15.8";"53";"-2.8";"77";"-6.3";"---";"---";"---";"---";"0.0";"0.0"
"4625";"23.12.2016 00:30";"1016.9";"15.7";"53";"-2.8";"77";"-6.3";"---";"---";"---";"---";"0.0";"0.0"
"4626";"23.12.2016 00:40";"1017.0";"15.6";"53";"-2.8";"77";"-6.3";"---";"---";"---";"---";"0.0";"0.0"
"4627";"23.12.2016 00:50";"1017.0";"15.6";"53";"-2.8";"77";"-6.3";"---";"---";"---";"---";"0.0";"0.0"
"4628";"23.12.2016 01:00";"1017.0";"15.5";"52";"-2.8";"77";"-6.3";"---";"---";"---";"---";"0.0";"0.0"
"4629";"23.12.2016 01:10";"1017.0";"15.4";"52";"-2.8";"77";"-6.3";"---";"---";"---";"---";"0.0";"0.0"
"4630";"23.12.2016 01:20";"1017.0";"15.4";"52";"-2.9";"77";"-6.4";"---";"---";"---";"---";"0.0";"0.0"
"4631";"23.12.2016 01:30";"1017.1";"15.3";"52";"-2.9";"77";"-6.4";"---";"---";"---";"---";"0.0";"0.0"
"4632";"23.12.2016 01:40";"1017.0";"15.2";"52";"-2.9";"77";"-6.4";"---";"---";"---";"---";"0.0";"0.0"
"4633";"23.12.2016 01:50";"1017.2";"15.2";"52";"-2.9";"77";"-6.4";"---";"---";"---";"---";"0.0";"0.0"
"4634";"23.12.2016 02:00";"1017.0";"15.1";"52";"-2.9";"77";"-6.4";"---";"---";"---";"---";"0.0";"0.0"
"4635";"23.12.2016 02:10";"1016.9";"15.1";"52";"-2.9";"77";"-6.4";"---";"---";"---";"---";"0.0";"0.0"
"4636";"23.12.2016 02:20";"1017.0";"15.0";"52";"-2.9";"77";"-6.4";"---";"---";"---";"---";"0.0";"0.0"
"4637";"23.12.2016 02:30";"1017.0";"15.0";"52";"-2.9";"77";"-6.4";"---";"---";"---";"---";"0.0";"0.0"
"4638";"23.12.2016 02:40";"1017.0";"15.0";"52";"-3.0";"77";"-6.5";"---";"---";"---";"---";"0.0";"0.0"
"4639";"23.12.2016 02:50";"1016.9";"14.9";"52";"-3.0";"77";"-6.5";"---";"---";"---";"---";"0.0";"0.0"
"4640";"23.12.2016 03:00";"1017.0";"14.9";"52";"-2.9";"77";"-6.4";"---";"---";"---";"---";"0.0";"0.0"
"4641";"23.12.2016 03:10";"1017.1";"14.8";"52";"-2.9";"77";"-6.4";"---";"---";"---";"---";"0.0";"0.0"
"4642";"23.12.2016 03:20";"1016.9";"14.8";"52";"-2.9";"77";"-6.4";"---";"---";"---";"---";"0.0";"0.0"
"4643";"23.12.2016 03:30";"1016.9";"14.8";"52";"-2.9";"77";"-6.4";"---";"---";"---";"---";"0.0";"0.0"
"4644";"23.12.2016 03:40";"1016.9";"14.8";"52";"-2.9";"77";"-6.4";"---";"---";"---";"---";"0.0";"0.0"
"4645";"23.12.2016 03:50";"1016.9";"14.7";"52";"-2.9";"77";"-6.4";"---";"---";"---";"---";"0.0";"0.0"
"4646";"23.12.2016 04:00";"1016.8";"14.7";"52";"-2.9";"77";"-6.4";"---";"---";"---";"---";"0.0";"0.0"
"4647";"23.12.2016 04:10";"1016.7";"14.6";"52";"-2.9";"77";"-6.4";"---";"---";"---";"---";"0.0";"0.0"
"4648";"23.12.2016 04:20";"1016.8";"14.6";"52";"-2.9";"77";"-6.4";"---";"---";"---";"---";"0.0";"0.0"
"4649";"23.12.2016 04:30";"1016.9";"14.6";"52";"-2.9";"77";"-6.4";"---";"---";"---";"---";"0.0";"0.0"
"4650";"23.12.2016 04:40";"1016.8";"14.6";"52";"-2.9";"77";"-6.4";"---";"---";"---";"---";"0.0";"0.0"
"4651";"23.12.2016 04:50";"1016.8";"14.5";"52";"-2.9";"78";"-6.2";"---";"---";"---";"---";"0.0";"0.0"
"4652";"23.12.2016 05:00";"1016.9";"14.5";"52";"-2.9";"78";"-6.2";"---";"---";"---";"---";"0.0";"0.0"
"4653";"23.12.2016 05:10";"1016.8";"14.4";"52";"-2.8";"78";"-6.1";"---";"---";"---";"---";"0.0";"0.0"
"4654";"23.12.2016 05:20";"1016.8";"14.4";"52";"-2.9";"78";"-6.2";"---";"---";"---";"---";"0.0";"0.0"
"4655";"23.12.2016 05:30";"1016.8";"14.4";"52";"-2.9";"78";"-6.2";"---";"---";"---";"---";"0.0";"0.0"
"4656";"23.12.2016 05:40";"1016.8";"14.4";"52";"-2.9";"78";"-6.2";"---";"---";"---";"---";"0.0";"0.0"
"4657";"23.12.2016 05:50";"1016.8";"14.4";"52";"-2.9";"78";"-6.2";"---";"---";"---";"---";"0.0";"0.0"
"4658";"23.12.2016 06:00";"1016.8";"14.3";"52";"-2.9";"78";"-6.2";"---";"---";"---";"---";"0.0";"0.0"
"4659";"23.12.2016 06:10";"1016.8";"14.3";"52";"-2.9";"78";"-6.2";"---";"---";"---";"---";"0.0";"0.0"
"4660";"23.12.2016 06:20";"1016.7";"14.3";"52";"-2.9";"78";"-6.2";"---";"---";"---";"---";"0.0";"0.0"
"4661";"23.12.2016 06:30";"1016.8";"14.2";"52";"-2.8";"78";"-6.1";"---";"---";"---";"---";"0.0";"0.0"
"4662";"23.12.2016 06:40";"1016.8";"14.2";"52";"-2.9";"78";"-6.2";"---";"---";"---";"---";"0.0";"0.0"
"4663";"23.12.2016 06:50";"1016.9";"14.2";"52";"-2.8";"78";"-6.1";"---";"---";"---";"---";"0.0";"0.0"
"4664";"23.12.2016 07:00";"1017.0";"14.2";"52";"-2.8";"78";"-6.1";"---";"---";"---";"---";"0.0";"0.0"
"4665";"23.12.2016 07:10";"1017.0";"14.2";"52";"-2.8";"78";"-6.1";"---";"---";"---";"---";"0.0";"0.0"
"4666";"23.12.2016 07:20";"1017.0";"14.2";"52";"-2.9";"78";"-6.2";"---";"---";"---";"---";"0.0";"0.0"
"4667";"23.12.2016 07:30";"1017.1";"14.1";"52";"-2.8";"78";"-6.1";"---";"---";"---";"---";"0.0";"0.0"
"4668";"23.12.2016 07:40";"1017.1";"14.1";"52";"-2.8";"78";"-6.1";"---";"---";"---";"---";"0.0";"0.0"
"4669";"23.12.2016 07:50";"1017.0";"14.1";"52";"-2.8";"78";"-6.1";"---";"---";"---";"---";"0.0";"0.0"
"4670";"23.12.2016 08:00";"1017.1";"14.0";"52";"-2.8";"78";"-6.1";"---";"---";"---";"---";"0.0";"0.0"
"4671";"23.12.2016 08:10";"1017.3";"14.0";"52";"-2.8";"78";"-6.1";"---";"---";"---";"---";"0.0";"0.0"
"4672";"23.12.2016 08:20";"1017.4";"14.0";"52";"-2.8";"78";"-6.1";"---";"---";"---";"---";"0.0";"0.0"
"4673";"23.12.2016 08:30";"1017.4";"14.8";"50";"-2.7";"78";"-6.0";"---";"---";"---";"---";"0.0";"0.0"
"4674";"23.12.2016 08:40";"1017.5";"15.6";"49";"-2.6";"78";"-5.9";"---";"---";"---";"---";"0.0";"0.0"
"4675";"23.12.2016 08:50";"1017.6";"15.9";"48";"-2.6";"78";"-5.9";"---";"---";"---";"---";"0.0";"0.0"
"4676";"23.12.2016 09:00";"1017.6";"16.0";"48";"-2.6";"78";"-5.9";"---";"---";"---";"---";"0.0";"0.0"
"4677";"23.12.2016 09:10";"1017.9";"16.3";"48";"-2.5";"78";"-5.8";"---";"---";"---";"---";"0.0";"0.0"
"4678";"23.12.2016 09:20";"1017.8";"16.5";"47";"-2.5";"78";"-5.8";"---";"---";"---";"---";"0.0";"0.0"
"4679";"23.12.2016 09:30";"1017.9";"16.6";"47";"-2.4";"78";"-5.7";"---";"---";"---";"---";"0.0";"0.0"
"4680";"23.12.2016 09:40";"1018.2";"16.9";"47";"-2.4";"78";"-5.7";"---";"---";"---";"---";"0.0";"0.0"
"4681";"23.12.2016 09:50";"1018.1";"17.0";"47";"-2.3";"77";"-5.8";"---";"---";"---";"---";"0.0";"0.0"
"4682";"23.12.2016 10:00";"1018.2";"16.9";"47";"-2.3";"77";"-5.8";"---";"---";"---";"---";"0.0";"0.0"
"4683";"23.12.2016 10:10";"1018.0";"16.7";"47";"-2.2";"77";"-5.7";"---";"---";"---";"---";"0.0";"0.0"
